"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Prueba2-Ldonovani.gff","Prueba2-Linfantum.gff","Prueba2-LmajorFriedlin.gff","Prueba2-Tbruceigambiense.gff","Prueba2-TcruziCLBrenerEsmeraldo-like.gff","Prueba2-TcruziCLBrenerNon-Esmeraldo-like.gff","Prueba2-Tevansis.gff"
"group_1204","","","3","3","1","1","4552","1","3573","","1085","1085","1085","LdBPK_040400.1","LINF_040009200","LmjF.04.0420","","","",""
"group_1205","","","3","3","1","1","4549","1","3570","","2564","2567","2566","LdBPK_040430.1","LINF_040009500","LmjF.04.0450","","","",""
"group_1206","","","3","3","1","1","4548","1","3569","","1439","1439","1439","LdBPK_040440.1","LINF_040009600","LmjF.04.0460","","","",""
"group_1208","","","3","3","1","1","4544","1","3566","","956","971","966","LdBPK_040480.1","LINF_040009900","LmjF.04.0490","","","",""
"group_1209","","","3","3","1","1","4540","1","3563","","3203","3212","3206","LdBPK_040510.1","LINF_040010200","LmjF.04.0520","","","",""
"group_1210","","","3","3","1","1","4538","1","3560","","1766","1778","1774","LdBPK_040530.1","LINF_040010400","LmjF.04.0540","","","",""
"group_1211","","","3","3","1","1","4536","1","3558","","902","929","920","LdBPK_040550.1","LINF_040010600","LmjF.04.0560","","","",""
"group_1212","","","3","3","1","1","4535","1","3557","","4697","4706","4703","LdBPK_040560.1","LINF_040010700","LmjF.04.0570","","","",""
"group_1213","","","3","3","1","1","4533","1","3554","","503","506","504","LdBPK_040600.1","LINF_040011100","LmjF.04.0610","","","",""
"group_1214","","","3","3","1","1","4532","1","3553","","3740","3869","3826","LdBPK_040610.1","LINF_040011200","LmjF.04.0620","","","",""
"group_1215","","","3","3","1","1","4530","1","3551","","986","989","987","LdBPK_040640.1","LINF_040011500","LmjF.04.0640","","","",""
"group_1216","","","3","3","1","1","4529","1","3550","","3710","3788","3741","LdBPK_040650.1","LINF_040011600","LmjF.04.0650","","","",""
"group_1217","","","3","3","1","1","4524","1","3545","","2168","2264","2200","LdBPK_040690.1","LINF_040012000","LmjF.04.0690","","","",""
"group_1218","","","3","3","1","1","4522","1","3543","","2384","2384","2384","LdBPK_040710.1","LINF_040012200","LmjF.04.0710","","","",""
"group_1219","","","3","3","1","1","4520","1","3541","","1910","1952","1924","LdBPK_040730.1","LINF_040012400","LmjF.04.0730","","","",""
"group_1220","","","3","3","1","1","4515","1","3536","","1721","1730","1727","LdBPK_040780.1","LINF_040012900","LmjF.04.0780","","","",""
"group_1221","","","3","3","1","1","4513","1","3535","","3233","3404","3347","LdBPK_040790.1","LINF_040013000","LmjF.04.0790","","","",""
"group_1222","","","3","3","1","1","4512","1","3534","","920","1079","1026","LdBPK_040800.1","LINF_040013050","LmjF.04.0800","","","",""
"group_1223","","","3","3","1","1","4510","1","3532","","4169","4190","4183","LdBPK_040830.1","LINF_040013300","LmjF.04.0830","","","",""
"group_1224","","","3","3","1","1","4506","1","3529","","3554","3725","3611","LdBPK_040870.1","LINF_040013700","LmjF.04.0870","","","",""
"group_1225","","","3","3","1","1","4503","1","3527","","3824","3839","3830","LdBPK_040890.1","LINF_040013900","LmjF.04.0890","","","",""
"group_1226","","","3","3","1","1","4502","1","3526","","5618","5678","5640","LdBPK_040900.1","LINF_040014000","LmjF.04.0900","","","",""
"group_1227","","","3","3","1","1","4500","1","3524","","1787","1799","1791","LdBPK_040920.1","LINF_040014200","LmjF.04.0920","","","",""
"group_1228","","","3","3","1","1","4498","1","3522","","1463","1481","1475","LdBPK_040940.1","LINF_040014400","LmjF.04.0940","","","",""
"group_1229","","","3","3","1","1","4496","1","3520","","629","635","631","LdBPK_040960.1","LINF_040014600","LmjF.04.0960","","","",""
"group_1230","","","3","3","1","1","4491","1","3515","","3536","3536","3536","LdBPK_041010.1","LINF_040015100","LmjF.04.1000","","","",""
"group_1231","","","3","3","1","1","4490","1","3514","","668","668","668","LdBPK_041020.1","LINF_040015200","LmjF.04.1010","","","",""
"group_1232","","","3","3","1","1","4489","1","3513","","584","584","584","LdBPK_041030.1","LINF_040015400","LmjF.04.1030","","","",""
"group_1233","","","3","3","1","1","4487","1","3511","","926","1157","1003","LdBPK_041040.1","LINF_040015500","LmjF.04.1040","","","",""
"group_1234","","","3","3","1","1","4486","1","3510","","1070","1070","1070","LdBPK_041050.1","LINF_040015600","LmjF.04.1050","","","",""
"group_1235","","","3","3","1","1","4485","1","3509","","1457","1457","1457","LdBPK_041060.1","LINF_040015700","LmjF.04.1060","","","",""
"group_1236","","","3","3","1","1","4483","1","3504","","2858","2873","2868","LdBPK_041120.1","LINF_040016200","LmjF.04.1110","","","",""
"group_1237","","","3","3","1","1","4482","1","3503","","2189","2198","2192","LdBPK_041130.1","LINF_040016300","LmjF.04.1120","","","",""
"group_1238","","","3","3","1","1","4481","1","3502","","932","932","932","LdBPK_041140.1","LINF_040016400","LmjF.04.1130","","","",""
"group_1239","","","3","3","1","1","4480","1","3501","","506","506","506","LdBPK_041160.1","LINF_040016600","LmjF.04.1150","","","",""
"group_124","","","3","3","1","1","5674","1","2385","","926","926","926","LdBPK_181280.1","LINF_180018300","LmjF.18.1300","","","",""
"group_1240","","","3","3","1","1","4479","1","3500","","1055","1055","1055","LdBPK_041170.1","LINF_040016700","LmjF.04.1160","","","",""
"group_1242","","","3","3","1","1","4476","1","3497","","7184","7475","7282","LdBPK_041200.1","LINF_040017000","LmjF.04.1180","","","",""
"group_1243","","","3","3","1","1","4475","1","3496","","563","563","563","LdBPK_041220.1","LINF_040017200","LmjF.04.1200","","","",""
"group_1245","","","3","3","1","13","11","13","7","","2024","2036","2032","LdBPK_050140.1","LINF_050006300","LmjF.05.0140","","","",""
"group_1246","","","3","3","1","13","12","13","8","","1325","1325","1325","LdBPK_050150.1","LINF_050006400","LmjF.05.0150","","","",""
"group_1247","","","3","3","1","13","13","13","9","","1541","1556","1546","LdBPK_050160.1","LINF_050006500","LmjF.05.0160","","","",""
"group_1248","","","3","3","1","13","14","13","10","","2279","2285","2281","LdBPK_050170.1","LINF_050006600","LmjF.05.0170","","","",""
"group_1249","","","3","3","1","13","15","13","11","","1433","1433","1433","LdBPK_050180.1","LINF_050006700","LmjF.05.0180","","","",""
"group_1250","","","3","3","1","13","16","13","12","","1085","1094","1088","LdBPK_050190.1","LINF_050006800","LmjF.05.0190","","","",""
"group_1251","","","3","3","1","13","17","13","13","","2360","2369","2363","LdBPK_050200.1","LINF_050006900","LmjF.05.0200","","","",""
"group_1252","","","3","3","1","13","20","13","17","","1901","1928","1910","LdBPK_050230.1","LINF_050007200","LmjF.05.0230","","","",""
"group_1253","","","3","3","1","13","22","13","19","","293","293","293","LdBPK_050250.1","LINF_050007400","LmjF.05.0250","","","",""
"group_1254","","","3","3","1","13","24","13","164","","1160","1181","1167","LdBPK_050260.1","LINF_050007500","LmjF.05.0260","","","",""
"group_1255","","","3","3","1","13","26","13","161","","674","674","674","LdBPK_050280.1","LINF_050007700","LmjF.05.0280","","","",""
"group_1256","","","3","3","1","13","27","13","160","","521","521","521","LdBPK_050290.1","LINF_050007800","LmjF.05.0285","","","",""
"group_1257","","","3","3","1","13","31","13","157","","542","542","542","LdBPK_050320.1","LINF_050008100","LmjF.05.0310","","","",""
"group_1258","","","3","3","1","13","33","13","154","","1115","1115","1115","LdBPK_050340.1","LINF_050008400","LmjF.05.0340","","","",""
"group_1259","","","3","3","1","13","35","13","153","","1475","1475","1475","LdBPK_050350.1","LINF_050008500","LmjF.05.0350","","","",""
"group_1260","","","3","3","1","13","38","13","149","","2333","2369","2357","LdBPK_050390.1","LINF_050008900","LmjF.05.0390","","","",""
"group_1261","","","3","3","1","13","39","13","148","","3632","3632","3632","LdBPK_050400.1","LINF_050009000","LmjF.05.0400","","","",""
"group_1262","","","3","3","1","13","40","13","147","","2762","2762","2762","LdBPK_050410.1","LINF_050009100","LmjF.05.0410","","","",""
"group_1263","","","3","3","1","13","41","13","146","","335","335","335","LdBPK_050420.1","LINF_050009200","LmjF.05.0420","","","",""
"group_1264","","","3","3","1","13","42","13","145","","2021","2027","2025","LdBPK_050430.1","LINF_050009300","LmjF.05.0430","","","",""
"group_1265","","","3","3","1","13","43","13","144","","2561","2564","2562","LdBPK_050440.1","LINF_050009400","LmjF.05.0440","","","",""
"group_1266","","","3","3","1","13","45","13","141","","728","731","729","LdBPK_050470.1","LINF_050009700","LmjF.05.0470","","","",""
"group_1267","","","3","3","1","13","46","13","140","","1724","1724","1724","LdBPK_050480.1","LINF_050009800","LmjF.05.0480","","","",""
"group_1268","","","3","3","1","13","51","13","137","","1022","1022","1022","LdBPK_050520.1","LINF_050010300","LmjF.05.0520","","","",""
"group_1269","","","3","3","1","13","163","13","133","","947","1007","967","LdBPK_050550.1","LINF_050010600","LmjF.05.0550","","","",""
"group_127","","","3","3","1","1","4913","1","5009","","506","1145","891","LdBPK_354010.1","LINF_350045100","LmjF.35.3960","","","",""
"group_1270","","","3","3","1","13","162","13","132","","1256","1259","1258","LdBPK_050560.1","LINF_050010700","LmjF.05.0560","","","",""
"group_1271","","","3","3","1","13","161","13","131","","1232","1232","1232","LdBPK_050570.1","LINF_050010800","LmjF.05.0570","","","",""
"group_1272","","","3","3","1","13","160","13","130","","2339","2354","2344","LdBPK_050580.1","LINF_050010900","LmjF.05.0580","","","",""
"group_1273","","","3","3","1","13","159","13","129","","3017","3020","3019","LdBPK_050590.1","LINF_050011000","LmjF.05.0590","","","",""
"group_1274","","","3","3","1","13","158","13","128","","2708","2720","2716","LdBPK_050600.1","LINF_050011100","LmjF.05.0600","","","",""
"group_1275","","","3","3","1","13","154","13","124","","5684","5747","5725","LdBPK_050640.1","LINF_050011500","LmjF.05.0640","","","",""
"group_1276","","","3","3","1","13","153","13","123","","2603","2720","2642","LdBPK_050650.1","LINF_050011600","LmjF.05.0650","","","",""
"group_1277","","","3","3","1","13","152","13","122","","971","971","971","LdBPK_050660.1","LINF_050011700","LmjF.05.0660","","","",""
"group_1278","","","3","3","1","13","151","13","121","","7511","7634","7564","LdBPK_050670.1","LINF_050011800","LmjF.05.0670","","","",""
"group_1279","","","3","3","1","13","150","13","120","","1040","1040","1040","LdBPK_050680.1","LINF_050011900","LmjF.05.0680","","","",""
"group_1280","","","3","3","1","13","148","13","118","","5177","5336","5230","LdBPK_050700.1","LINF_050012200","LmjF.05.0700","","","",""
"group_1281","","","3","3","1","13","144","13","114","","1094","1097","1095","LdBPK_050740.1","LINF_050012600","LmjF.05.0740","","","",""
"group_1282","","","3","3","1","13","141","13","111","","4070","4142","4114","LdBPK_050770.1","LINF_050012900","LmjF.05.0770","","","",""
"group_1283","","","3","3","1","13","140","13","110","","443","443","443","LdBPK_050780.1","LINF_050013000","LmjF.05.0780","","","",""
"group_1284","","","3","3","1","13","137","13","107","","491","491","491","LdBPK_050810.1","LINF_050013300","LmjF.05.0810","","","",""
"group_1285","","","3","3","1","13","136","13","106","","2825","2825","2825","LdBPK_050820.1","LINF_050013400","LmjF.05.0820","","","",""
"group_1286","","","3","3","1","13","135","13","105","","920","920","920","LdBPK_050830.1","LINF_050013500","LmjF.05.0830","","","",""
"group_1287","","","3","3","1","13","134","13","104","","4190","4274","4243","LdBPK_050840.1","LINF_050013600","LmjF.05.0840","","","",""
"group_1289","","","3","3","1","13","128","13","97","","3266","3344","3292","LdBPK_050920.1","LINF_050014400","LmjF.05.0920","","","",""
"group_1290","","","3","3","1","13","124","13","93","","2039","2039","2039","LdBPK_050960.1","LINF_050014800","LmjF.05.0960","","","",""
"group_1291","","","3","3","1","13","123","13","92","","1112","1112","1112","LdBPK_050970.1","LINF_050015100","LmjF.05.0970","","","",""
"group_1292","","","3","3","1","13","82","13","50","","269","272","270","LdBPK_050990.1","LINF_050015300","LmjF.05.0990","","","",""
"group_1293","","","3","3","1","13","80","13","47","","1844","1847","1845","LdBPK_051010.1","LINF_050015500","LmjF.05.1010","","","",""
"group_1294","","","3","3","1","13","79","13","46","","2759","2759","2759","LdBPK_051020.1","LINF_050015600","LmjF.05.1020","","","",""
"group_1295","","","3","3","1","13","77","13","44","","1553","1574","1560","LdBPK_051070.1","LINF_050016000","LmjF.05.1070","","","",""
"group_1296","","","3","3","1","13","76","13","43","","2180","2180","2180","LdBPK_051080.1","LINF_050016100","LmjF.05.1080","","","",""
"group_1297","","","3","3","1","13","75","13","42","","1724","1724","1724","LdBPK_051090.1","LINF_050016200","LmjF.05.1090","","","",""
"group_1298","","","3","3","1","13","74","13","41","","737","737","737","LdBPK_051100.1","LINF_050016300","LmjF.05.1100","","","",""
"group_1299","","","3","3","1","13","73","13","40","","3731","3731","3731","LdBPK_051110.1","LINF_050016400","LmjF.05.1110","","","",""
"group_1300","","","3","3","1","13","72","13","39","","335","338","337","LdBPK_051120.1","LINF_050016500","LmjF.05.1120","","","",""
"group_1302","","","3","3","1","13","70","13","35","","749","749","749","LdBPK_051160.1","LINF_050017000","LmjF.05.1170","","","",""
"group_1306","","","3","3","1","1","1484","1","6021","","1607","1607","1607","LdBPK_060020.1","LINF_060005100","LmjF.06.0020","","","",""
"group_1307","","","3","3","1","1","1485","1","6022","","2027","2027","2027","LdBPK_060030.1","LINF_060005200","LmjF.06.0030","","","",""
"group_1308","","","3","3","1","1","1486","1","6023","","875","875","875","LdBPK_060040.1","LINF_060005300","LmjF.06.0040","","","",""
"group_1309","","","3","3","1","1","1488","1","6025","","965","968","967","LdBPK_060060.1","LINF_060005500","LmjF.06.0060","","","",""
"group_1310","","","3","3","1","1","1494","1","6030","","1805","1805","1805","LdBPK_060110.1","LINF_060006200","LmjF.06.0110","","","",""
"group_1311","","","3","3","1","1","1495","1","6031","","563","653","593","LdBPK_060120.1","LINF_060006300","LmjF.06.0120","","","",""
"group_1314","","","3","3","1","1","1498","1","6034","","1364","1403","1377","LdBPK_060160.1","LINF_060006700","LmjF.06.0160","","","",""
"group_1315","","","3","3","1","1","1499","1","6037","","425","425","425","LdBPK_060170.1","LINF_060006800","LmjF.06.0170","","","",""
"group_1316","","","3","3","1","1","1502","1","6039","","2003","2039","2015","LdBPK_060210.1","LINF_060007400","LmjF.06.0210","","","",""
"group_1317","","","3","3","1","1","1503","1","6040","","860","863","861","LdBPK_060220.1","LINF_060007500","LmjF.06.0220","","","",""
"group_1318","","","3","3","1","1","1504","1","6041","","641","641","641","LdBPK_060230.1","LINF_060007600","LmjF.06.0230","","","",""
"group_1319","","","3","3","1","1","1506","1","6044","","2543","2876","2654","LdBPK_060240.1","LINF_060007700","LmjF.06.0240","","","",""
"group_1320","","","3","3","1","1","1509","1","6046","","2564","2567","2566","LdBPK_060280.1","LINF_060008100","LmjF.06.0280","","","",""
"group_1321","","","3","3","1","1","1510","1","6047","","752","1145","883","LdBPK_060290.1","LINF_060008200","LmjF.06.0290","","","",""
"group_1322","","","3","3","1","1","1511","1","6048","","503","509","507","LdBPK_060300.1","LINF_060008300","LmjF.06.0300","","","",""
"group_1323","","","3","3","1","1","1512","1","6049","","2030","2033","2032","LdBPK_060310.1","LINF_060008400","LmjF.06.0310","","","",""
"group_1325","","","3","3","1","1","1515","1","6052","","1355","1355","1355","LdBPK_060360.1","LINF_060008900","LmjF.06.0360","","","",""
"group_1326","","","3","3","1","1","1516","1","6053","","1139","1454","1244","LdBPK_060370.1","LINF_060009000","LmjF.06.0370","","","",""
"group_1328","","","3","3","1","1","1519","1","6060","","2978","2981","2979","LdBPK_060460.1","LINF_060009900","LmjF.06.0440","","","",""
"group_1329","","","3","3","1","1","1520","1","6061","","1370","1382","1375","LdBPK_060470.1","LINF_060010000","LmjF.06.0450","","","",""
"group_1330","","","3","3","1","1","1476","1","6149","","1979","1985","1982","LdBPK_060530.1","LINF_060010700","LmjF.06.0510","","","",""
"group_1331","","","3","3","1","1","1475","1","6148","","5645","5690","5660","LdBPK_060540.1","LINF_060010800","LmjF.06.0520","","","",""
"group_1332","","","3","3","1","1","1470","1","6143","","806","806","806","LdBPK_060580.1","LINF_060011200","LmjF.06.0560","","","",""
"group_1334","","","3","3","1","1","1450","1","6138","","3032","3032","3032","LdBPK_060640.1","LINF_060011800","LmjF.06.0620","","","",""
"group_1335","","","3","3","1","1","1447","1","6137","","9428","9452","9443","LdBPK_060660.1","LINF_060012000","LmjF.06.0640","","","",""
"group_1336","","","3","3","1","1","1446","1","6135","","3008","3023","3018","LdBPK_060670.1","LINF_060012100","LmjF.06.0650","","","",""
"group_1337","","","3","3","1","1","1445","1","6134","","2039","2039","2039","LdBPK_060680.1","LINF_060012200","LmjF.06.0660","","","",""
"group_1338","","","3","3","1","1","1444","1","6133","","3848","3911","3890","LdBPK_060690.1","LINF_060012300","LmjF.06.0670","","","",""
